user-id,game-title,behavior,value
56038151,The Witcher 2 Assassins Of Kings Enhanced Edition,purchase,1.0
56038151,Tom Clancy S Ghost Recon Advanced Warfighter 2,purchase,1.0
56038151,Tom Clancy S H A W X 2,purchase,1.0
56038151,Tom Clancy S H A W X 2,,0.2
56038151,Tom Clancy S Splinter Cell,purchase,1.0
56038151,Tom Clancy S Splinter Cell,,6.3
56038151,Transformers Fall Of Cybertron,purchase,1.0
56038151,Transformers Fall Of Cybertron,,1.3
56038151,Transistor,purchase,1.0
56038151,Transistor,,1.8
56038151,Trapped Dead,purchase,1.0
56038151,Trapped Dead,,0.2
56038151,Trine 2,purchase,1.0
56038151,Trine 2,,2.8
56038151,Tropico 4,purchase,1.0
56038151,Two Worlds Ii,purchase,1.0
56038151,Two Worlds Ii,purchase,1.0
56038151,Two Worlds Ii,purchase,1.0
56038151,Two Worlds Ii,purchase,1.0
56038151,Universe Sandbox,purchase,1.0
56038151,Universe Sandbox,,2.8
56038151,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
56038151,Warhammer 40 000 Dawn Of War Ii,,0.8
56038151,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
56038151,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
56038151,Warhammer 40 000 Space Marine,purchase,1.0
56038151,Warhammer 40 000 Space Marine,,0.3
56038151,Wolfenstein,purchase,1.0
56038151,X Beyond The Frontier,purchase,1.0
56038151,X Tension,purchase,1.0
56038151,X2 The Threat,purchase,1.0
56038151,X3 Albion Prelude,purchase,1.0
56038151,X3 Reunion,purchase,1.0
56038151,X3 Terran Conflict,purchase,1.0
56091522,Half Life 2,purchase,1.0
56091522,Half Life 2 Episode One,purchase,1.0
56091522,Half Life 2 Episode One,,2.7
56091522,Half Life 2 Episode Two,purchase,1.0
56091522,Half Life 2,purchase,1.0
56091522,Portal,purchase,1.0
56091522,Portal,,1.3
56157984,Left 4 Dead,purchase,1.0
56157984,Left 4 Dead,,10.7
56198811,Call Of Duty 2,purchase,1.0
56198811,Call Of Duty 2,,2.6
56198811,Call Of Duty 2,purchase,1.0
56219610,Age Of Empires Ii Hd Edition,purchase,1.0
56219610,Age Of Empires Ii Hd Edition,,9.0
56219610,Call Of Duty,purchase,1.0
56219610,Call Of Duty,,6.6
56219610,Call Of Duty,purchase,1.0
56219610,Call Of Duty,,37.0
56219610,Call Of Duty 2,purchase,1.0
56219610,Call Of Duty 2,,3.5
56219610,Call Of Duty 2,purchase,1.0
56219610,Call Of Duty 2,,47.0
56219610,Call Of Duty 2,purchase,1.0
56219610,Call Of Duty 2,,2.7
56219610,Call Of Duty,purchase,1.0
56219610,Call Of Duty,,0.4
56219610,Call Of Duty,purchase,1.0
56219610,Call Of Duty,,3.1
56219610,Call Of Duty 2,purchase,1.0
56219610,Call Of Duty 2,,64.0
56219610,Call Of Duty 2,purchase,1.0
56219610,Call Of Duty 2,,309.0
56219610,Call Of Duty Modern Warfare 2 Resurgence Pack,purchase,1.0
56219610,Call Of Duty Modern Warfare 2 Stimulus Package,purchase,1.0
56219610,Call Of Duty Modern Warfare 3,purchase,1.0
56219610,Call Of Duty Modern Warfare 3,,61.0
56219610,Call Of Duty Modern Warfare 3,purchase,1.0
56219610,Call Of Duty Modern Warfare 3,,163.0
56219610,Emergency 2013,purchase,1.0
56219610,Emergency 2013,,17.4
56219610,Emergency 5 Deluxe Edition,purchase,1.0
56219610,Emergency 5 Deluxe Edition,,25.0
56219610,Front Mission Evolved,purchase,1.0
56219610,Front Mission Evolved,,3.0
56219610,Homefront,purchase,1.0
56219610,Homefront,,5.8
56219610,Mafia Ii,purchase,1.0
56219610,Mafia Ii,,15.0
56219610,Omerta City Of Gangsters,purchase,1.0
56219610,Omerta City Of Gangsters,,44.0
56219610,Omerta City Of Gangsters,purchase,1.0
56219610,Payday 2,purchase,1.0
56219610,Payday 2,,32.0
56219610,Ryse Son Of Rome,purchase,1.0
56219610,Ryse Son Of Rome,,7.8
56219610,Stormrise,purchase,1.0
56219610,Stormrise,,0.3
56219610,Stronghold 3,purchase,1.0
56219610,Stronghold 3,,30.0
56219610,The Crew,purchase,1.0
56219610,The Crew,,4.9
56219610,Total War Shogun 2,purchase,1.0
56219610,Total War Shogun 2,,49.0
56256991,Call Of Duty,purchase,1.0
56256991,Call Of Duty,,44.0
56256991,Call Of Duty,purchase,1.0
56256991,Call Of Duty,,133.0
56256991,Call Of Duty,purchase,1.0
56256991,Call Of Duty,,8.0
56256991,Call Of Duty,purchase,1.0
56256991,Counter Strike,purchase,1.0
56256991,Counter Strike,,0.4
56256991,Dota 2,purchase,1.0
56256991,Dota 2,,723.0
56333620,Bioshock,purchase,1.0
56333620,Borderlands 2,purchase,1.0
56333620,Call Of Duty,purchase,1.0
56333620,Call Of Duty,,33.0
56333620,Call Of Duty,purchase,1.0
56333620,Call Of Duty,,2.9
56333620,Call Of Duty 2,purchase,1.0
56333620,Call Of Duty 2,,112.0
56333620,Call Of Duty 2,purchase,1.0
56333620,Call Of Duty 2,,7.9
56333620,Darksiders,purchase,1.0
56333620,Darksiders,,24.0
56333620,Deus Ex Human Revolution,purchase,1.0
56333620,Deus Ex Human Revolution,,39.0
56333620,Dishonored,purchase,1.0
56333620,Dishonored,,23.0
56333620,Duke Nukem,purchase,1.0
56333620,Duke Nukem,,7.8
56333620,Far Cry 3,purchase,1.0
56333620,Just Cause 2,purchase,1.0
56333620,Just Cause 2,,13.2
56333620,Lost Planet Extreme Condition,purchase,1.0
56333620,Lost Planet Extreme Condition,,32.0
56333620,Mafia Ii,purchase,1.0
56333620,Mafia Ii,,25.0
56333620,Middle Earth Shadow Of Mordor,purchase,1.0
56333620,Middle Earth Shadow Of Mordor,,30.0
56333620,Octodad Dadliest Catch,purchase,1.0
56333620,Portal,purchase,1.0
56333620,Portal,,4.1
56333620,Portal 2,purchase,1.0
56333620,Portal 2,,16.6
56333620,Saints Row Iv,purchase,1.0
56333620,Skyrim High Resolution Texture Pack,purchase,1.0
56333620,Sleeping Dogs,purchase,1.0
56333620,Sleeping Dogs,,54.0
56333620,South Park The Stick Of Truth,purchase,1.0
56333620,Spec Ops The Line,purchase,1.0
56333620,Star Wars Jedi Knight Jedi Academy,purchase,1.0
56333620,Star Wars Jedi Knight Jedi Academy,,5.7
56333620,Team Fortress 2,purchase,1.0
56333620,Team Fortress 2,,1.6
56333620,The Elder Scrolls V Skyrim,purchase,1.0
56333620,The Elder Scrolls V Skyrim,,127.0
56333620,The Stanley Parable,purchase,1.0
56333620,The Stanley Parable,,1.3
56333620,The Walking Dead,purchase,1.0
56333620,The Walking Dead,,13.7
56413349,Apb Reloaded,purchase,1.0
56413349,Apb Reloaded,,1.8
56413349,Codename Cure,purchase,1.0
56413349,Defiance,purchase,1.0
56413349,Dota 2,purchase,1.0
56413349,Dota 2,,1.0
56413349,Metro Conflict,purchase,1.0
56413349,Planetside 2,purchase,1.0
56413349,Rise Of Incarnates,purchase,1.0
56413349,Tom Clancy S Ghost Recon,purchase,1.0
56413349,Tom Clancy S Ghost Recon,,3.7
56413349,Warframe,purchase,1.0
56413349,Warframe,,19.9
56413349,Thehunter,purchase,1.0
56413349,Thehunter,,0.3
56416303,Counter Strike,purchase,1.0
56416303,Counter Strike,,76.0
56436338,Football Manager 2009,purchase,1.0
56436338,Football Manager 2009,,1369.0
56436338,Football Manager 2011,purchase,1.0
56436338,Football Manager 2011,,488.0
56436338,Football Manager 2012,purchase,1.0
56436338,Football Manager 2012,,54.0
56436338,Football Manager 2013,purchase,1.0
56436338,Football Manager 2013,,546.0
56436338,Football Manager 2015,purchase,1.0
56436338,Football Manager 2015,,1049.0
56436989,Call Of Duty 2,purchase,1.0
56436989,Call Of Duty 2,,49.0
56436989,Call Of Duty 2,purchase,1.0
56436989,Call Of Duty 2,,148.0
56436989,Command And Conquer 3 Tiberium Wars,purchase,1.0
56436989,Command And Conquer 3 Tiberium Wars,,11.5
56436989,Counter Strike,purchase,1.0
56436989,Counter Strike,,6.7
56436989,Dead Island,purchase,1.0
56436989,Dead Island,,7.5
56436989,Duke Nukem,purchase,1.0
56436989,Duke Nukem,,10.8
56436989,Far Cry 3,purchase,1.0
56436989,Far Cry 3,,38.0
56436989,Kingdom,purchase,1.0
56436989,Kingdom,,0.2
56436989,Left 4 Dead 2,purchase,1.0
56436989,Left 4 Dead 2,,0.3
56436989,Lost Planet 3,purchase,1.0
56436989,Lost Planet 3,,2.0
56436989,Metal Slug 3,purchase,1.0
56436989,Metal Slug 3,,1.6
56436989,Metro 2033,purchase,1.0
56436989,Metro 2033,,2.1
56436989,Light,purchase,1.0
56436989,Light,,34.0
56436989,Neverwinter,purchase,1.0
56436989,Neverwinter,,6.6
56436989,Serious Sam 3 Bfe,purchase,1.0
56436989,Serious Sam 3 Bfe,,2.7
56436989,Sid Meier S Civilization V,purchase,1.0
56436989,Sid Meier S Civilization V,,7.8
56436989,Skyrim High Resolution Texture Pack,purchase,1.0
56436989,Sniper Elite Zombie Army 2,purchase,1.0
56436989,Sniper Elite Zombie Army 2,,6.1
56436989,Spellforce 2 Demons Of The Past,purchase,1.0
56436989,Spellforce 2 Demons Of The Past,purchase,1.0
56436989,Spellforce 2 Faith In Destiny,purchase,1.0
56436989,Spellforce 2 Faith In Destiny,,9.2
56436989,Spellforce 2 Gold Edition,purchase,1.0
56436989,Spellforce Platinum Edition,purchase,1.0
56436989,State Of Decay,purchase,1.0
56436989,State Of Decay,,14.6
56436989,Stronghold 3,purchase,1.0
56436989,Stronghold 3,,4.2
56436989,Stronghold 2,purchase,1.0
56436989,Stronghold 2,,2.2
56436989,Stronghold Hd,purchase,1.0
56436989,The Elder Scrolls V Skyrim,purchase,1.0
56436989,The Elder Scrolls V Skyrim,,94.0
56436989,The Elder Scrolls V Skyrim,purchase,1.0
56436989,The Elder Scrolls V Skyrim,purchase,1.0
56436989,The Elder Scrolls V Skyrim,purchase,1.0
56436989,The Last Remnant,purchase,1.0
56436989,The Last Remnant,,2.6
56436989,The Witcher 2 Assassins Of Kings Enhanced Edition,purchase,1.0
56436989,The Witcher Enhanced Edition,purchase,1.0
56436989,Thief,purchase,1.0
56436989,Thief,,31.0
56436989,Thief,purchase,1.0
56470008,Call Of Duty 2,purchase,1.0
56470008,Call Of Duty 2,,8.2
56470008,Call Of Duty 2,purchase,1.0
56470008,Call Of Duty 2,,275.0
56497895,Half Life 2,purchase,1.0
56497895,Half Life 2,,21.0
56497895,Half Life 2,purchase,1.0
56497895,Half Life 2,,3.5
56497895,Portal,purchase,1.0
56497895,Portal,,21.0
56497895,Smashball,purchase,1.0
56497895,Smashball,,0.8
56667587,Call Of Duty 2,purchase,1.0
56667587,Call Of Duty 2,,0.2
56667587,Call Of Duty 2,purchase,1.0
56684410,Beyond Divinity,purchase,1.0
56684410,Counter Strike,purchase,1.0
56684410,Counter Strike,,9.9
56684410,Day Of Defeat,purchase,1.0
56684410,Deathmatch Classic,purchase,1.0
56684410,Divine Divinity,purchase,1.0
56684410,Divinity Ii Developer S Cut,purchase,1.0
56684410,Divinity Ii Developer S Cut,,0.3
56684410,Half Life,purchase,1.0
56684410,Half Life,purchase,1.0
56684410,Half Life,purchase,1.0
56684410,Neverwinter,purchase,1.0
56684410,Ricochet,purchase,1.0
56684410,Team Fortress Classic,purchase,1.0
56684410,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
56684410,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
56684410,Warhammer 40 000 Dawn Of War Ii,,32.0
56788879,Archeage,purchase,1.0
56788879,Left 4 Dead,purchase,1.0
56788879,Left 4 Dead,,1.8
56789999,Alien Swarm,purchase,1.0
56789999,Alien Swarm,,2.3
56789999,Dark,purchase,1.0
56789999,Dark,,8.6
56789999,Counter Strike,purchase,1.0
56789999,Counter Strike,,23.0
56789999,Dc Universe Online,purchase,1.0
56789999,Dc Universe Online,,3.2
56789999,Garry S Mod,purchase,1.0
56789999,Garry S Mod,,454.0
56789999,Indigo Prophecy,purchase,1.0
56789999,Indigo Prophecy,,10.1
56789999,Magicka,purchase,1.0
56789999,Magicka,,2.9
56789999,Portal,purchase,1.0
56789999,Portal,,3.5
56789999,Team Fortress 2,purchase,1.0
56789999,Team Fortress 2,,0.9
56789999,Terraria,purchase,1.0
56789999,Terraria,,13.7
56789999,The Elder Scrolls Iv Oblivion,purchase,1.0
56789999,The Elder Scrolls Iv Oblivion,,35.0
56790646,Call Of Duty 2,purchase,1.0
56790646,Call Of Duty 2,,3.1
56790646,Call Of Duty 2,purchase,1.0
56813714,Call Of Duty 2,purchase,1.0
56813714,Call Of Duty 2,,21.0
56813714,Call Of Duty 2,purchase,1.0
56813714,Call Of Duty 2,,444.0
56813714,Call Of Duty Modern Warfare 3,purchase,1.0
56813714,Call Of Duty Modern Warfare 3,,6.0
56813714,Call Of Duty Modern Warfare 3,purchase,1.0
56813714,Call Of Duty Modern Warfare 3,,3.8
56818301,Call Of Duty 2,purchase,1.0
56818301,Call Of Duty 2,,4.4
56818301,Call Of Duty 2,purchase,1.0
56830362,Fifa Manager 10,purchase,1.0
56840402,Call Of Duty,purchase,1.0
56840402,Call Of Duty,,12.5
56840402,Call Of Duty,purchase,1.0
56840402,Call Of Duty,,1.6
56840402,Call Of Duty 2,purchase,1.0
56840402,Call Of Duty 2,,28.0
56840402,Call Of Duty 2,purchase,1.0
56840402,Call Of Duty 2,,269.0
56840402,Rollercoaster Tycoon 3 Platinum,purchase,1.0
56840402,Rollercoaster Tycoon 3 Platinum,,4.8
56899274,Aliens Vs Predator,purchase,1.0
56899274,Aliens Vs Predator,,3.8
56899274,Call Of Duty 2,purchase,1.0
56899274,Call Of Duty 2,,26.0
56899274,Call Of Duty 2,purchase,1.0
56899274,Call Of Duty 2,,178.0
56899274,Call Of Duty Modern Warfare 3,purchase,1.0
56899274,Call Of Duty Modern Warfare 3,,5.0
56899274,Call Of Duty Modern Warfare 3,purchase,1.0
56899274,Call Of Duty Modern Warfare 3,,6.7
56901667,Call Of Duty 2,purchase,1.0
56901667,Call Of Duty 2,,48.0
56901667,Call Of Duty 2,purchase,1.0
56901667,Call Of Duty 2,,213.0
56901667,Left 4 Dead 2,purchase,1.0
56901667,Left 4 Dead 2,,15.8
56911639,Dota 2,purchase,1.0
56911639,Dota 2,,631.0
56911639,Fallen Earth,purchase,1.0
56911639,Hazard Ops,purchase,1.0
56911639,Magic Barrage Bitferno,purchase,1.0
56911639,Magicka,purchase,1.0
56911639,Magicka,,10.3
56911639,Magicka,purchase,1.0
56911639,Microvolts Surge,purchase,1.0
56911639,Microvolts Surge,,5.6
56911639,Path Of Exile,purchase,1.0
56911639,Unturned,purchase,1.0
56911639,Warframe,purchase,1.0
56957512,Call Of Duty,purchase,1.0
56957512,Call Of Duty,,14.1
56957512,Call Of Duty,purchase,1.0
56957512,Call Of Duty,,21.0
56957512,Call Of Duty 2,purchase,1.0
56957512,Call Of Duty 2,,32.0
56957512,Call Of Duty 2,purchase,1.0
56957512,Call Of Duty 2,,648.0
56957512,Call Of Duty Modern Warfare 2 Resurgence Pack,purchase,1.0
56957512,Call Of Duty Modern Warfare 2 Stimulus Package,purchase,1.0
56973040,Call Of Duty 2,purchase,1.0
56973040,Call Of Duty 2,,54.0
56973040,Call Of Duty 2,purchase,1.0
56973040,Call Of Duty 2,,2.1
57033787,Battlefield 2,purchase,1.0
57033787,Battlefield 2,,48.0
57033787,Call Of Duty,purchase,1.0
57033787,Call Of Duty,,5.3
57033787,Call Of Duty,purchase,1.0
57033787,Call Of Duty,,5.9
57033787,Call Of Duty 2,purchase,1.0
57033787,Call Of Duty 2,,19.3
57033787,Call Of Duty 2,purchase,1.0
57033787,Call Of Duty 2,,121.0
57033787,Just Cause 2,purchase,1.0
57033787,Just Cause 2,,72.0
57033787,Risen 2 Dark Waters,purchase,1.0
57033787,Risen 2 Dark Waters,,37.0
57077457,Dungeon Siege Iii,purchase,1.0
57077457,Dungeon Siege Iii,,0.6
57088976,The Secret Of Monkey Island Special Edition,purchase,1.0
57088976,The Secret Of Monkey Island Special Edition,,11.9
57103808,Game Of Thrones,purchase,1.0
57103808,Game Of Thrones,,0.9
57103808,Age Of Empires Iii Complete Collection,purchase,1.0
57103808,Age Of Empires Iii Complete Collection,,6.2
57103808,America S Army 3,purchase,1.0
57103808,America S Army 3,,25.0
57103808,America S Army Proving Grounds,purchase,1.0
57103808,America S Army Proving Grounds,,3.7
57103808,Arma 2,purchase,1.0
57103808,Arma 2,,3.3
57103808,Arma 2,purchase,1.0
57103808,Arma 2,purchase,1.0
57103808,Arma 2,,0.2
57103808,Arma 2,purchase,1.0
57103808,Arma 2,,28.0
57103808,Arma 2,purchase,1.0
57103808,Arma 2,purchase,1.0
57103808,Arma 3,purchase,1.0
57103808,Arma 3,,43.0
57103808,Arma 3,purchase,1.0
57103808,Banished,purchase,1.0
57103808,Banished,,13.3
57103808,Battlefield 2,purchase,1.0
57103808,Battlefield 2,,54.0
57103808,Coh2 The Western Front Armies Us Forces,purchase,1.0
57103808,Coh2 The Western Front Armies Us Forces,purchase,1.0
57103808,Command And Conquer 4 Tiberian Twilight,purchase,1.0
57103808,Command And Conquer 4 Tiberian Twilight,,4.7
57103808,Command And Conquer Red Alert 3,purchase,1.0
57103808,Command And Conquer Red Alert 3,,3.9
57103808,Company Of Heroes,purchase,1.0
57103808,Company Of Heroes,,89.0
57103808,Steam Heroes,purchase,1.0
57103808,Company Of Heroes 2,purchase,1.0
57103808,Company Of Heroes 2,,65.0
57103808,Company Of Heroes 2,purchase,1.0
57103808,Company Of Heroes,purchase,1.0
57103808,Company Of Heroes,,9.6
57103808,Company Of Heroes,purchase,1.0
57103808,Company Of Heroes,,0.4
57103808,Counter Strike,purchase,1.0
57103808,Counter Strike,,4.9
57103808,Counter Strike,purchase,1.0
57103808,Counter Strike,,13.2
57103808,Darkest Hour Europe 44 45,purchase,1.0
57103808,Darkest Hour Europe 44 45,,3.8
57103808,Defiance,purchase,1.0
57103808,Defiance,,3.9
57103808,Dirt,purchase,1.0
57103808,Dirt,,5.6
57103808,Don T Starve,purchase,1.0
57103808,Don T Starve,,1.2
57103808,Don T Starve,purchase,1.0
57103808,Empire Total War,purchase,1.0
57103808,Empire Total War,,83.0
57103808,Light,purchase,1.0
57103808,Light,,11.8
57103808,Full Spectrum Warrior,purchase,1.0
57103808,Full Spectrum Warrior,,12.9
57103808,Full Spectrum Warrior Ten Hammers,purchase,1.0
57103808,Full Spectrum Warrior Ten Hammers,,2.6
57103808,Garry S Mod,purchase,1.0
57103808,Garry S Mod,,11.5
57103808,Half Life 2,purchase,1.0
57103808,Half Life 2,,5.2
57103808,Half Life 2 Episode One,purchase,1.0
57103808,Half Life 2 Episode Two,purchase,1.0
57103808,Half Life 2,purchase,1.0
57103808,Heroes Generals,purchase,1.0
57103808,Heroes Generals,,19.4
57103808,Hitman Blood Money,purchase,1.0
57103808,Insurgency,purchase,1.0
57103808,Insurgency,,27.0
57103808,Insurgency,purchase,1.0
57103808,Insurgency,,11.5
57103808,Killing Floor,purchase,1.0
57103808,Killing Floor,,8.0
57103808,Killing Floor 2,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka Holiday Spirit Item Pack,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Magicka,purchase,1.0
57103808,Mare Nostrum,purchase,1.0
57103808,Mare Nostrum,,0.7
57103808,Men Of War,purchase,1.0
57103808,Men Of War,,39.0
57103808,Squad,purchase,1.0
57103808,Men Of War Assault Squad 2,purchase,1.0
57103808,Men Of War Assault Squad 2,,5.0
57103808,Men Of War,purchase,1.0
57103808,Men Of War,purchase,1.0
57103808,Mount Blade,purchase,1.0
57103808,Mount Blade,,128.0
57103808,Mount Blade,purchase,1.0
57103808,Napoleon Total War,purchase,1.0
57103808,Napoleon Total War,,17.4
57103808,No More Room In Hell,purchase,1.0
57103808,No More Room In Hell,,1.5
57103808,Omerta City Of Gangsters,purchase,1.0
57103808,Omerta City Of Gangsters,,1.1
57103808,Omerta City Of Gangsters,purchase,1.0
57103808,Omerta Damsel In Distress,purchase,1.0
57103808,Omerta The Con Artist,purchase,1.0
57103808,Omerta The Japanese Incentive,purchase,1.0
57103808,Planetside 2,purchase,1.0
57103808,Planetside 2,,16.6
57103808,Portal,purchase,1.0
57103808,Portal,,1.9
57103808,Prison Architect,purchase,1.0
57103808,Prison Architect,,0.2
57103808,Red Crucible Firestorm,purchase,1.0
57103808,Red Orchestra 2 Heroes Of Stalingrad Single Player,purchase,1.0
57103808,Red Orchestra 2 Heroes Of Stalingrad Single Player,,0.4
57103808,Red Orchestra Ostfront 41 45,purchase,1.0
57103808,Red Orchestra Ostfront 41 45,,7.3
57103808,Rising Storm Red Orchestra 2 Multiplayer,purchase,1.0
57103808,Rising Storm Red Orchestra 2 Multiplayer,,27.0
57103808,Robocraft,purchase,1.0
57103808,Robocraft,,9.5
57103808,Sid Meier S Civilization Iv,purchase,1.0
57103808,Sid Meier S Civilization Iv,,2.0
57103808,Sid Meier S Civilization V,purchase,1.0
57103808,Sid Meier S Civilization V,,35.0
57103808,Sins Of A Solar Empire Rebellion,purchase,1.0
57103808,Sins Of A Solar Empire Rebellion,,57.0
57103808,Sins Of A Solar Empire Trinity,purchase,1.0
57103808,Sins Of A Solar Empire Trinity,,57.0
57103808,Stronghold 3,purchase,1.0
57103808,Stronghold 3,,14.7
57103808,Stronghold Hd,purchase,1.0
57103808,Stronghold Hd,,0.9
57103808,Tactical Intervention,purchase,1.0
57103808,Tactical Intervention,,0.3
57103808,Team Fortress 2,purchase,1.0
57103808,Team Fortress 2,,1.8
57103808,Terraria,purchase,1.0
57103808,Terraria,,59.0
57103808,The Ship,purchase,1.0
57103808,The Ship,purchase,1.0
57103808,The Ship,,0.6
57103808,The Ship,purchase,1.0
57103808,The Ship,,0.4
57103808,This War Of Mine,purchase,1.0
57103808,This War Of Mine,,6.6
57103808,Total War Rome Ii Emperor Edition,purchase,1.0
57103808,Total War Rome Ii Emperor Edition,,57.0
57103808,Verdun,purchase,1.0
57103808,Verdun,,2.1
57103808,War Thunder,purchase,1.0
57103808,War Thunder,,36.0
57103808,Wargame European Escalation,purchase,1.0
57103808,Wargame European Escalation,,27.0
57103808,Wargame Red Dragon,purchase,1.0
57103808,Wargame Red Dragon,,28.0
57103808,Xcom Enemy Unknown,purchase,1.0
57103808,Xcom Enemy Unknown,,60.0
57103808,Xcom Enemy Within,purchase,1.0
57166019,Men Of War,purchase,1.0
57166019,Men Of War,,123.0
57166019,Squad,purchase,1.0
57166019,Squad,,70.0
57181405,Dota 2,purchase,1.0
57181405,Dota 2,,7.2
57194796,Football Manager 2010,purchase,1.0
57194796,Football Manager 2010,,12.5
57223013,Team Fortress 2,purchase,1.0
57223013,Team Fortress 2,,3.2
57226729,Call Of Duty,purchase,1.0
57226729,Call Of Duty,,26.0
57226729,Call Of Duty,purchase,1.0
57226729,Call Of Duty,,10.5
57226729,Call Of Duty 2,purchase,1.0
57226729,Call Of Duty 2,,25.0
57226729,Call Of Duty 2,purchase,1.0
57226729,Call Of Duty 2,,413.0
57226729,Counter Strike,purchase,1.0
57226729,Counter Strike,,75.0
57234698,Dead Island,purchase,1.0
57234698,Dead Island,,1.2
57234698,Dota 2,purchase,1.0
57234698,Dota 2,,2.6
57234698,Titan Quest,purchase,1.0
57234698,Titan Quest,,0.4
57234698,Titan Quest,purchase,1.0
57234698,Titan Quest,,0.8
57234698,Torchlight,purchase,1.0
57234698,Torchlight,,0.9
57271785,Counter Strike,purchase,1.0
57271785,Counter Strike,,1201.0
57271785,Counter Strike,purchase,1.0
57271785,Counter Strike,,1.1
57271785,Counter Strike,purchase,1.0
57271785,Counter Strike,purchase,1.0
57271785,Counter Strike,,4.9
57271785,Day Of Defeat,purchase,1.0
57271785,Day Of Defeat,purchase,1.0
57271785,Deathmatch Classic,purchase,1.0
57271785,Half Life 2,purchase,1.0
57271785,Half Life 2,purchase,1.0
57271785,Half Life 2,,0.9
57271785,Ricochet,purchase,1.0
57319696,Saints Row 2,purchase,1.0
57319696,Saints Row 2,,96.0
57333945,Counter Strike,purchase,1.0
57333945,Gems Of War,purchase,1.0
57333945,Loadout,purchase,1.0
57333945,Prime World,purchase,1.0
57333945,Robocraft,purchase,1.0
57333945,Fire,purchase,1.0
57333945,S K I L L Special Force 2,purchase,1.0
57333945,Star Conflict,purchase,1.0
57333945,The Expendabros,purchase,1.0
57333945,Trove,purchase,1.0
57333945,Uberstrike,purchase,1.0
57333945,Unturned,purchase,1.0
57333945,Warframe,purchase,1.0
57368001,Alien Swarm,purchase,1.0
57368001,Alien Swarm,,27.0
57368001,Banished,purchase,1.0
57368001,Banished,,19.6
57368001,Battleblock Theater,purchase,1.0
57368001,Borderlands 2,purchase,1.0
57368001,Borderlands 2,,85.0
57368001,Call Of Duty,purchase,1.0
57368001,Call Of Duty,,6.6
57368001,Call Of Duty,purchase,1.0
57368001,Call Of Duty,,2.2
57368001,Call Of Duty 2,purchase,1.0
57368001,Call Of Duty 2,,17.8
57368001,Call Of Duty 2,purchase,1.0
57368001,Call Of Duty 2,,348.0
57368001,Counter Strike,purchase,1.0
57368001,Counter Strike,,16.1
57368001,Fractured Space,purchase,1.0
57368001,Fractured Space,,1.8
57368001,Garry S Mod,purchase,1.0
57368001,Garry S Mod,,6.0
57368001,Just Cause,purchase,1.0
57368001,Just Cause 2,purchase,1.0
57368001,Just Cause 2,,0.7
57368001,Just Cause 2,purchase,1.0
57368001,Just Cause 2,,3.1
57368001,Kerbal Space Program,purchase,1.0
57368001,Kerbal Space Program,,36.0
57368001,Left 4 Dead 2,purchase,1.0
57368001,Left 4 Dead 2,,2.5
57368001,Path Of Exile,purchase,1.0
57368001,Path Of Exile,,69.0
57368001,Planetside 2,purchase,1.0
57368001,Planetside 2,,1.6
57368001,Rising Storm Red Orchestra 2 Multiplayer,purchase,1.0
57368001,Risk Of Rain,purchase,1.0
57368001,Risk Of Rain,,33.0
57368001,Robocraft,purchase,1.0
57368001,Robocraft,,3.3
57368001,Sanctum 2,purchase,1.0
57368001,Sanctum 2,,6.1
57368001,Space Engineers,purchase,1.0
57368001,Space Engineers,,10.2
57368001,Supreme Commander,purchase,1.0
57368001,Supreme Commander,purchase,1.0
57368001,Supreme Commander,,13.3
57368001,Tera,purchase,1.0
57368001,Tera,,0.8
57368001,Team Fortress 2,purchase,1.0
57368001,Team Fortress 2,,22.0
57368001,War Thunder,purchase,1.0
57368001,War Thunder,,99.0
57368001,Warframe,purchase,1.0
57368001,Warframe,,574.0
57368001,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
57368001,Warhammer 40 000 Dawn Of War Ii,,47.0
57368001,Warhammer 40 000 Dawn Of War Ii,purchase,1.0
57368001,Warhammer 40 000 Dawn Of War Ii,,10.8
57415686,Call Of Duty,purchase,1.0
57415686,Call Of Duty,,22.0
57415686,Call Of Duty,purchase,1.0
57415686,Call Of Duty,,78.0
57415686,Call Of Duty 2,purchase,1.0
57415686,Call Of Duty 2,,54.0
57415686,Call Of Duty 2,purchase,1.0
57424113,Call Of Duty,purchase,1.0
57424113,Call Of Duty,,10.2
57424113,Call Of Duty,purchase,1.0
57424113,Call Of Duty,,45.0
57424113,Counter Strike,purchase,1.0
57424113,Counter Strike,,372.0
57424113,Counter Strike,purchase,1.0
57424113,Counter Strike,,4.8
57424113,Counter Strike,purchase,1.0
57424113,Counter Strike,purchase,1.0
57424113,Counter Strike,,111.0
57424113,Loadout,purchase,1.0
57424113,Planetside 2,purchase,1.0
57424113,Team Fortress 2,purchase,1.0
